185158,0,3073,44,59.0,59.0,59.0,59.0,0.0,16.0,16.0,16.0,16.0,0.0,43.0,43.0,43.0,43.0,0.0,54.0,54.0,54.0,54.0,0.0,-27.0,-27.0,-27.0,-27.0,0.0,59,16,43,54,-27,40,15,1,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5
2095354,514,74821,52,0.0,80.0,12.962962962962964,6.0,18.337335889303734,0.0,80.0,10.37037037037037,3.0,18.202865358789897,0.0,10.0,1.1111111111111112,0.0,2.439388711122239,0.0,80.0,12.592592592592593,6.0,18.064204955819978,-6.0,80.0,9.25925925925926,2.0,18.89658521491744,9,9,0,9,9,8,595,11,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4
4349418,0,614043,9,0.0,958.0,65.97419354838709,24.0,126.96074823382055,0.0,787.0,61.096774193548384,22.0,112.51716853618662,0.0,371.0,4.877419354838709,0.0,33.678237537953954,0.0,912.0,65.58709677419355,24.0,124.84420159629536,-126.0,787.0,56.21935483870968,21.0,107.09641546772411,26,26,0,26,26,1,86,15,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30
512717,0,184784,34,0.0,136.0,21.96153846153846,10.0,29.750863942504996,0.0,89.0,16.23076923076923,6.0,22.393865389891754,0.0,47.0,5.423076923076923,0.0,12.14392243350582,0.0,132.0,21.73076923076923,10.0,29.10796572485019,-21.0,56.0,10.807692307692308,4.5,20.33568146948615,2,2,0,2,2,23,251,1,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1501889,0,33752,14,0.0,20.0,5.888888888888889,3.0,6.279498289308796,0.0,13.0,3.4444444444444446,2.0,4.1126123385159445,0.0,18.0,2.4444444444444446,0.0,5.559998223643024,0.0,19.0,5.666666666666667,2.0,6.091888960832355,-16.0,13.0,1.0,1.0,7.4981479194679945,3,1,2,2,-1,48,122,1,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5365996,40729,102442,9,0.0,642.0,121.14814814814815,54.0,154.87419116548514,0.0,432.0,63.18518518518518,37.5,88.91466447273498,0.0,520.0,57.0,0.0,137.89555897557102,0.0,633.0,120.53703703703704,54.0,154.1047879376073,-503.0,432.0,6.185185185185185,25.0,172.2406879785844,46,0,10,44,-10,56,107,5,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1351556,28,54809,4,0.0,569.0,85.07142857142857,37.0,142.95576952615914,0.0,187.0,46.42857142857143,36.5,51.10593240056003,0.0,502.0,37.142857142857146,0.0,128.97998579118342,0.0,506.0,80.35714285714286,36.5,127.93503214123795,-435.0,187.0,9.285714285714286,30.5,133.73664342998282,37,2,14,35,-12,54,14,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4377561,27,1508006,20,0.0,2077.0,145.02057613168725,65.0,258.24206987788045,0.0,1390.0,81.88065843621399,30.0,161.91777036018686,0.0,1877.0,55.23868312757202,0.0,177.0838558467655,0.0,1877.0,139.74074074074073,64.0,244.47598000846097,-1677.0,1390.0,26.641975308641975,14.0,225.39603784435417,146,146,0,146,146,6,73,264,0,21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,37
4196949,3849,39394,17,0.0,88.0,16.384615384615383,6.0,23.279368421046996,0.0,88.0,11.961538461538462,4.5,20.035508419631785,0.0,53.0,4.1923076923076925,0.0,11.041945309274888,0.0,88.0,16.153846153846153,6.0,22.96601554084829,-30.0,88.0,7.769230769230769,4.0,22.340559342057137,88,88,0,88,88,11,254,92,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22
8763152,0,651463,4,1218.0,1218.0,1218.0,1218.0,0.0,521.0,521.0,521.0,521.0,0.0,697.0,697.0,697.0,697.0,0.0,1162.0,1162.0,1162.0,1162.0,0.0,-176.0,-176.0,-176.0,-176.0,0.0,1218,521,697,1162,-176,29,141,603,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,130
